country,countryCode,region,regionCode,city,cityCode,district,districtCode,street,streetCode,
中国,CN,云南省,530000,昆明市,530100,,,,,
中国,CN,云南省,530000,曲靖市,530300,,,,,
中国,CN,云南省,530000,玉溪市,530400,,,,,
中国,CN,云南省,530000,保山市,530500,,,,,
中国,CN,云南省,530000,昭通市,530600,,,,,
中国,CN,云南省,530000,丽江市,530700,,,,,
中国,CN,云南省,530000,普洱市,530800,,,,,
中国,CN,云南省,530000,临沧市,530900,,,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,,,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,,,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,,,,,
中国,CN,云南省,530000,西双版纳傣族自治州,532800,,,,,
中国,CN,云南省,530000,大理白族自治州,532900,,,,,
中国,CN,云南省,530000,德宏傣族景颇族自治州,533100,,,,,
中国,CN,云南省,530000,怒江傈僳族自治州,533300,,,,,
中国,CN,云南省,530000,迪庆藏族自治州,533400,,,,,
中国,CN,西藏自治区,540000,拉萨市,540100,,,,,
中国,CN,西藏自治区,540000,日喀则市,540200,,,,,
中国,CN,西藏自治区,540000,昌都市,540300,,,,,
中国,CN,西藏自治区,540000,林芝市,540400,,,,,
中国,CN,西藏自治区,540000,山南市,540500,,,,,
中国,CN,西藏自治区,540000,那曲市,540600,,,,,
中国,CN,西藏自治区,540000,阿里地区,542500,,,,,
中国,CN,陕西省,610000,西安市,610100,,,,,
中国,CN,陕西省,610000,铜川市,610200,,,,,
中国,CN,陕西省,610000,宝鸡市,610300,,,,,
中国,CN,陕西省,610000,咸阳市,610400,,,,,
中国,CN,陕西省,610000,渭南市,610500,,,,,
中国,CN,陕西省,610000,延安市,610600,,,,,
中国,CN,陕西省,610000,汉中市,610700,,,,,
中国,CN,陕西省,610000,榆林市,610800,,,,,
中国,CN,陕西省,610000,安康市,610900,,,,,
中国,CN,陕西省,610000,商洛市,611000,,,,,
中国,CN,甘肃省,620000,兰州市,620100,,,,,
中国,CN,甘肃省,620000,嘉峪关市,620200,,,,,
中国,CN,甘肃省,620000,金昌市,620300,,,,,
中国,CN,甘肃省,620000,白银市,620400,,,,,
中国,CN,甘肃省,620000,天水市,620500,,,,,
中国,CN,甘肃省,620000,武威市,620600,,,,,
中国,CN,甘肃省,620000,张掖市,620700,,,,,
中国,CN,甘肃省,620000,平凉市,620800,,,,,
中国,CN,甘肃省,620000,酒泉市,620900,,,,,
中国,CN,甘肃省,620000,庆阳市,621000,,,,,
中国,CN,甘肃省,620000,定西市,621100,,,,,
中国,CN,甘肃省,620000,陇南市,621200,,,,,
中国,CN,甘肃省,620000,临夏回族自治州,622900,,,,,
中国,CN,甘肃省,620000,甘南藏族自治州,623000,,,,,
中国,CN,青海省,630000,西宁市,630100,,,,,
中国,CN,青海省,630000,海东市,630200,,,,,
中国,CN,青海省,630000,海北藏族自治州,632200,,,,,
中国,CN,青海省,630000,黄南藏族自治州,632300,,,,,
中国,CN,青海省,630000,海南藏族自治州,632500,,,,,
中国,CN,青海省,630000,果洛藏族自治州,632600,,,,,
中国,CN,青海省,630000,玉树藏族自治州,632700,,,,,
中国,CN,青海省,630000,海西蒙古族藏族自治州,632800,,,,,
中国,CN,宁夏回族自治区,640000,银川市,640100,,,,,
中国,CN,宁夏回族自治区,640000,石嘴山市,640200,,,,,
中国,CN,宁夏回族自治区,640000,吴忠市,640300,,,,,
中国,CN,宁夏回族自治区,640000,固原市,640400,,,,,
中国,CN,宁夏回族自治区,640000,中卫市,640500,,,,,
中国,CN,新疆维吾尔自治区,650000,乌鲁木齐市,650100,,,,,
中国,CN,新疆维吾尔自治区,650000,克拉玛依市,650200,,,,,
中国,CN,新疆维吾尔自治区,650000,吐鲁番市,650400,,,,,
中国,CN,新疆维吾尔自治区,650000,哈密市,650500,,,,,
中国,CN,新疆维吾尔自治区,650000,昌吉回族自治州,652300,,,,,
中国,CN,新疆维吾尔自治区,650000,博尔塔拉蒙古自治州,652700,,,,,
中国,CN,新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,,,,,
中国,CN,新疆维吾尔自治区,650000,阿克苏地区,652900,,,,,
中国,CN,新疆维吾尔自治区,650000,克孜勒苏柯尔克孜自治州,653000,,,,,
中国,CN,新疆维吾尔自治区,650000,喀什地区,653100,,,,,
中国,CN,新疆维吾尔自治区,650000,和田地区,653200,,,,,
中国,CN,新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,,,,,
中国,CN,新疆维吾尔自治区,650000,塔城地区,654200,,,,,
中国,CN,新疆维吾尔自治区,650000,阿勒泰地区,654300,,,,,
中国,CN,新疆维吾尔自治区,650000,石河子市,659001,,,,,
中国,CN,新疆维吾尔自治区,650000,阿拉尔市,659002,,,,,
中国,CN,新疆维吾尔自治区,650000,图木舒克市,659003,,,,,
中国,CN,新疆维吾尔自治区,650000,五家渠市,659004,,,,,
中国,CN,新疆维吾尔自治区,650000,北屯市,659005,,,,,
中国,CN,新疆维吾尔自治区,650000,铁门关市,659006,,,,,
中国,CN,新疆维吾尔自治区,650000,双河市,659007,,,,,
中国,CN,新疆维吾尔自治区,650000,可克达拉市,659008,,,,,
中国,CN,新疆维吾尔自治区,650000,昆玉市,659009,,,,,
中国,CN,北京,110000,北京市,110100,东城区,110101,,,
中国,CN,北京,110000,北京市,110100,西城区,110102,,,
中国,CN,北京,110000,北京市,110100,朝阳区,110105,,,
中国,CN,北京,110000,北京市,110100,丰台区,110106,,,
中国,CN,北京,110000,北京市,110100,石景山区,110107,,,
中国,CN,北京,110000,北京市,110100,海淀区,110108,,,
中国,CN,北京,110000,北京市,110100,门头沟区,110109,,,
中国,CN,北京,110000,北京市,110100,房山区,110111,,,
中国,CN,北京,110000,北京市,110100,通州区,110112,,,
中国,CN,北京,110000,北京市,110100,顺义区,110113,,,
中国,CN,北京,110000,北京市,110100,昌平区,110114,,,
中国,CN,北京,110000,北京市,110100,大兴区,110115,,,
中国,CN,北京,110000,北京市,110100,怀柔区,110116,,,
中国,CN,北京,110000,北京市,110100,平谷区,110117,,,
中国,CN,北京,110000,北京市,110100,密云区,110118,,,
中国,CN,北京,110000,北京市,110100,延庆区,110119,,,
中国,CN,天津,120000,天津市,120100,和平区,120101,,,
中国,CN,天津,120000,天津市,120100,河东区,120102,,,
中国,CN,天津,120000,天津市,120100,河西区,120103,,,
中国,CN,天津,120000,天津市,120100,南开区,120104,,,
中国,CN,天津,120000,天津市,120100,河北区,120105,,,
中国,CN,天津,120000,天津市,120100,红桥区,120106,,,
中国,CN,天津,120000,天津市,120100,东丽区,120110,,,
中国,CN,天津,120000,天津市,120100,西青区,120111,,,
中国,CN,天津,120000,天津市,120100,津南区,120112,,,
中国,CN,天津,120000,天津市,120100,北辰区,120113,,,
中国,CN,天津,120000,天津市,120100,武清区,120114,,,
中国,CN,天津,120000,天津市,120100,宝坻区,120115,,,
中国,CN,天津,120000,天津市,120100,滨海新区,120116,,,
中国,CN,天津,120000,天津市,120100,宁河区,120117,,,
中国,CN,天津,120000,天津市,120100,静海区,120118,,,
中国,CN,天津,120000,天津市,120100,蓟州区,120119,,,
中国,CN,河北省,130000,石家庄市,130100,长安区,130102,,,
中国,CN,河北省,130000,石家庄市,130100,桥西区,130104,,,
中国,CN,河北省,130000,石家庄市,130100,新华区,130105,,,
中国,CN,河北省,130000,石家庄市,130100,井陉矿区,130107,,,
中国,CN,河北省,130000,石家庄市,130100,裕华区,130108,,,
中国,CN,河北省,130000,石家庄市,130100,藁城区,130109,,,
中国,CN,河北省,130000,石家庄市,130100,鹿泉区,130110,,,
中国,CN,河北省,130000,石家庄市,130100,栾城区,130111,,,
中国,CN,河北省,130000,石家庄市,130100,井陉县,130121,,,
中国,CN,河北省,130000,石家庄市,130100,正定县,130123,,,
中国,CN,河北省,130000,石家庄市,130100,行唐县,130125,,,
中国,CN,河北省,130000,石家庄市,130100,灵寿县,130126,,,
中国,CN,河北省,130000,石家庄市,130100,高邑县,130127,,,
中国,CN,河北省,130000,石家庄市,130100,深泽县,130128,,,
中国,CN,河北省,130000,石家庄市,130100,赞皇县,130129,,,
中国,CN,河北省,130000,石家庄市,130100,无极县,130130,,,
中国,CN,河北省,130000,石家庄市,130100,平山县,130131,,,
中国,CN,河北省,130000,石家庄市,130100,元氏县,130132,,,
中国,CN,河北省,130000,石家庄市,130100,赵县,130133,,,
中国,CN,河北省,130000,石家庄市,130100,辛集市,130181,,,
中国,CN,河北省,130000,石家庄市,130100,晋州市,130183,,,
中国,CN,河北省,130000,石家庄市,130100,新乐市,130184,,,
中国,CN,河北省,130000,唐山市,130200,路南区,130202,,,
中国,CN,河北省,130000,唐山市,130200,路北区,130203,,,
中国,CN,河北省,130000,唐山市,130200,古冶区,130204,,,
中国,CN,河北省,130000,唐山市,130200,开平区,130205,,,
中国,CN,河北省,130000,唐山市,130200,丰南区,130207,,,
中国,CN,河北省,130000,唐山市,130200,丰润区,130208,,,
中国,CN,河北省,130000,唐山市,130200,曹妃甸区,130209,,,
中国,CN,河北省,130000,唐山市,130200,滦南县,130224,,,
中国,CN,河北省,130000,唐山市,130200,乐亭县,130225,,,
中国,CN,河北省,130000,唐山市,130200,迁西县,130227,,,
中国,CN,河北省,130000,唐山市,130200,玉田县,130229,,,
中国,CN,河北省,130000,唐山市,130200,遵化市,130281,,,
中国,CN,河北省,130000,唐山市,130200,迁安市,130283,,,
中国,CN,河北省,130000,唐山市,130200,滦州市,130284,,,
中国,CN,河北省,130000,秦皇岛市,130300,海港区,130302,,,
中国,CN,河北省,130000,秦皇岛市,130300,山海关区,130303,,,
中国,CN,河北省,130000,秦皇岛市,130300,北戴河区,130304,,,
中国,CN,河北省,130000,秦皇岛市,130300,抚宁区,130306,,,
中国,CN,河北省,130000,秦皇岛市,130300,青龙满族自治县,130321,,,
中国,CN,河北省,130000,秦皇岛市,130300,昌黎县,130322,,,
中国,CN,河北省,130000,秦皇岛市,130300,卢龙县,130324,,,
中国,CN,河北省,130000,邯郸市,130400,邯山区,130402,,,
中国,CN,河北省,130000,邯郸市,130400,丛台区,130403,,,
中国,CN,河北省,130000,邯郸市,130400,复兴区,130404,,,
中国,CN,河北省,130000,邯郸市,130400,峰峰矿区,130406,,,
中国,CN,河北省,130000,邯郸市,130400,肥乡区,130407,,,
中国,CN,河北省,130000,邯郸市,130400,永年区,130408,,,
中国,CN,河北省,130000,邯郸市,130400,临漳县,130423,,,
中国,CN,河北省,130000,邯郸市,130400,成安县,130424,,,
中国,CN,河北省,130000,邯郸市,130400,大名县,130425,,,
中国,CN,河北省,130000,邯郸市,130400,涉县,130426,,,
中国,CN,河北省,130000,邯郸市,130400,磁县,130427,,,
中国,CN,河北省,130000,邯郸市,130400,邱县,130430,,,
中国,CN,河北省,130000,邯郸市,130400,鸡泽县,130431,,,
中国,CN,河北省,130000,邯郸市,130400,广平县,130432,,,
中国,CN,河北省,130000,邯郸市,130400,馆陶县,130433,,,
中国,CN,河北省,130000,邯郸市,130400,魏县,130434,,,
中国,CN,河北省,130000,邯郸市,130400,曲周县,130435,,,
中国,CN,河北省,130000,邯郸市,130400,武安市,130481,,,
中国,CN,河北省,130000,邢台市,130500,桥东区,130502,,,
中国,CN,河北省,130000,邢台市,130500,桥西区,130503,,,
中国,CN,河北省,130000,邢台市,130500,邢台县,130521,,,
中国,CN,河北省,130000,邢台市,130500,临城县,130522,,,
中国,CN,河北省,130000,邢台市,130500,内丘县,130523,,,
中国,CN,河北省,130000,邢台市,130500,柏乡县,130524,,,
中国,CN,河北省,130000,邢台市,130500,隆尧县,130525,,,
中国,CN,河北省,130000,邢台市,130500,任县,130526,,,
中国,CN,河北省,130000,邢台市,130500,南和县,130527,,,
中国,CN,河北省,130000,邢台市,130500,宁晋县,130528,,,
中国,CN,河北省,130000,邢台市,130500,巨鹿县,130529,,,
中国,CN,河北省,130000,邢台市,130500,新河县,130530,,,
中国,CN,河北省,130000,邢台市,130500,广宗县,130531,,,
中国,CN,河北省,130000,邢台市,130500,平乡县,130532,,,
中国,CN,河北省,130000,邢台市,130500,威县,130533,,,
中国,CN,河北省,130000,邢台市,130500,清河县,130534,,,
中国,CN,河北省,130000,邢台市,130500,临西县,130535,,,
中国,CN,河北省,130000,邢台市,130500,南宫市,130581,,,
中国,CN,河北省,130000,邢台市,130500,沙河市,130582,,,
中国,CN,河北省,130000,保定市,130600,竞秀区,130602,,,
中国,CN,河北省,130000,保定市,130600,莲池区,130606,,,
中国,CN,河北省,130000,保定市,130600,满城区,130607,,,
中国,CN,河北省,130000,保定市,130600,清苑区,130608,,,
中国,CN,河北省,130000,保定市,130600,徐水区,130609,,,
中国,CN,河北省,130000,保定市,130600,涞水县,130623,,,
中国,CN,河北省,130000,保定市,130600,阜平县,130624,,,
中国,CN,河北省,130000,保定市,130600,定兴县,130626,,,
中国,CN,河北省,130000,保定市,130600,唐县,130627,,,
中国,CN,河北省,130000,保定市,130600,高阳县,130628,,,
中国,CN,河北省,130000,保定市,130600,容城县,130629,,,
中国,CN,河北省,130000,保定市,130600,涞源县,130630,,,
中国,CN,河北省,130000,保定市,130600,望都县,130631,,,
中国,CN,河北省,130000,保定市,130600,安新县,130632,,,
中国,CN,河北省,130000,保定市,130600,易县,130633,,,
中国,CN,河北省,130000,保定市,130600,曲阳县,130634,,,
中国,CN,河北省,130000,保定市,130600,蠡县,130635,,,
中国,CN,河北省,130000,保定市,130600,顺平县,130636,,,
中国,CN,河北省,130000,保定市,130600,博野县,130637,,,
中国,CN,河北省,130000,保定市,130600,雄县,130638,,,
中国,CN,河北省,130000,保定市,130600,涿州市,130681,,,
中国,CN,河北省,130000,保定市,130600,定州市,130682,,,
中国,CN,河北省,130000,保定市,130600,安国市,130683,,,
中国,CN,河北省,130000,保定市,130600,高碑店市,130684,,,
中国,CN,河北省,130000,张家口市,130700,桥东区,130702,,,
中国,CN,河北省,130000,张家口市,130700,桥西区,130703,,,
中国,CN,河北省,130000,张家口市,130700,宣化区,130705,,,
中国,CN,河北省,130000,张家口市,130700,下花园区,130706,,,
中国,CN,河北省,130000,张家口市,130700,万全区,130708,,,
中国,CN,河北省,130000,张家口市,130700,崇礼区,130709,,,
中国,CN,河北省,130000,张家口市,130700,张北县,130722,,,
中国,CN,河北省,130000,张家口市,130700,康保县,130723,,,
中国,CN,河北省,130000,张家口市,130700,沽源县,130724,,,
中国,CN,河北省,130000,张家口市,130700,尚义县,130725,,,
中国,CN,河北省,130000,张家口市,130700,蔚县,130726,,,
中国,CN,河北省,130000,张家口市,130700,阳原县,130727,,,
中国,CN,河北省,130000,张家口市,130700,怀安县,130728,,,
中国,CN,河北省,130000,张家口市,130700,怀来县,130730,,,
中国,CN,河北省,130000,张家口市,130700,涿鹿县,130731,,,
中国,CN,河北省,130000,张家口市,130700,赤城县,130732,,,
中国,CN,河北省,130000,承德市,130800,双桥区,130802,,,
中国,CN,河北省,130000,承德市,130800,双滦区,130803,,,
中国,CN,河北省,130000,承德市,130800,鹰手营子矿区,130804,,,
中国,CN,河北省,130000,承德市,130800,承德县,130821,,,
中国,CN,河北省,130000,承德市,130800,兴隆县,130822,,,
中国,CN,河北省,130000,承德市,130800,滦平县,130824,,,
中国,CN,河北省,130000,承德市,130800,隆化县,130825,,,
中国,CN,河北省,130000,承德市,130800,丰宁满族自治县,130826,,,
中国,CN,河北省,130000,承德市,130800,宽城满族自治县,130827,,,
中国,CN,河北省,130000,承德市,130800,围场满族蒙古族自治县,130828,,,
中国,CN,河北省,130000,承德市,130800,平泉市,130881,,,
中国,CN,河北省,130000,沧州市,130900,新华区,130902,,,
中国,CN,河北省,130000,沧州市,130900,运河区,130903,,,
中国,CN,河北省,130000,沧州市,130900,沧县,130921,,,
中国,CN,河北省,130000,沧州市,130900,青县,130922,,,
中国,CN,河北省,130000,沧州市,130900,东光县,130923,,,
中国,CN,河北省,130000,沧州市,130900,海兴县,130924,,,
中国,CN,河北省,130000,沧州市,130900,盐山县,130925,,,
中国,CN,河北省,130000,沧州市,130900,肃宁县,130926,,,
中国,CN,河北省,130000,沧州市,130900,南皮县,130927,,,
中国,CN,河北省,130000,沧州市,130900,吴桥县,130928,,,
中国,CN,河北省,130000,沧州市,130900,献县,130929,,,
中国,CN,河北省,130000,沧州市,130900,孟村回族自治县,130930,,,
中国,CN,河北省,130000,沧州市,130900,泊头市,130981,,,
中国,CN,河北省,130000,沧州市,130900,任丘市,130982,,,
中国,CN,河北省,130000,沧州市,130900,黄骅市,130983,,,
中国,CN,河北省,130000,沧州市,130900,河间市,130984,,,
中国,CN,河北省,130000,廊坊市,131000,安次区,131002,,,
中国,CN,河北省,130000,廊坊市,131000,广阳区,131003,,,
中国,CN,河北省,130000,廊坊市,131000,固安县,131022,,,
中国,CN,河北省,130000,廊坊市,131000,永清县,131023,,,
中国,CN,河北省,130000,廊坊市,131000,香河县,131024,,,
中国,CN,河北省,130000,廊坊市,131000,大城县,131025,,,
中国,CN,河北省,130000,廊坊市,131000,文安县,131026,,,
中国,CN,河北省,130000,廊坊市,131000,大厂回族自治县,131028,,,
中国,CN,河北省,130000,廊坊市,131000,霸州市,131081,,,
中国,CN,河北省,130000,廊坊市,131000,三河市,131082,,,
中国,CN,河北省,130000,衡水市,131100,桃城区,131102,,,
中国,CN,河北省,130000,衡水市,131100,冀州区,131103,,,
中国,CN,河北省,130000,衡水市,131100,枣强县,131121,,,
中国,CN,河北省,130000,衡水市,131100,武邑县,131122,,,
中国,CN,河北省,130000,衡水市,131100,武强县,131123,,,
中国,CN,河北省,130000,衡水市,131100,饶阳县,131124,,,
中国,CN,河北省,130000,衡水市,131100,安平县,131125,,,
中国,CN,河北省,130000,衡水市,131100,故城县,131126,,,
中国,CN,河北省,130000,衡水市,131100,景县,131127,,,
中国,CN,河北省,130000,衡水市,131100,阜城县,131128,,,
中国,CN,河北省,130000,衡水市,131100,深州市,131182,,,
中国,CN,山西省,140000,太原市,140100,小店区,140105,,,
中国,CN,山西省,140000,太原市,140100,迎泽区,140106,,,
中国,CN,山西省,140000,太原市,140100,杏花岭区,140107,,,
中国,CN,山西省,140000,太原市,140100,尖草坪区,140108,,,
中国,CN,山西省,140000,太原市,140100,万柏林区,140109,,,
中国,CN,山西省,140000,太原市,140100,晋源区,140110,,,
中国,CN,山西省,140000,太原市,140100,清徐县,140121,,,
中国,CN,山西省,140000,太原市,140100,阳曲县,140122,,,
中国,CN,山西省,140000,太原市,140100,娄烦县,140123,,,
中国,CN,山西省,140000,太原市,140100,古交市,140181,,,
中国,CN,山西省,140000,大同市,140200,新荣区,140212,,,
中国,CN,山西省,140000,大同市,140200,平城区,140213,,,
中国,CN,山西省,140000,大同市,140200,云冈区,140214,,,
中国,CN,山西省,140000,大同市,140200,云州区,140215,,,
中国,CN,山西省,140000,大同市,140200,阳高县,140221,,,
中国,CN,山西省,140000,大同市,140200,天镇县,140222,,,
中国,CN,山西省,140000,大同市,140200,广灵县,140223,,,
中国,CN,山西省,140000,大同市,140200,灵丘县,140224,,,
中国,CN,山西省,140000,大同市,140200,浑源县,140225,,,
中国,CN,山西省,140000,大同市,140200,左云县,140226,,,
中国,CN,山西省,140000,阳泉市,140300,城区,140302,,,
中国,CN,山西省,140000,阳泉市,140300,矿区,140303,,,
中国,CN,山西省,140000,阳泉市,140300,郊区,140311,,,
中国,CN,山西省,140000,阳泉市,140300,平定县,140321,,,
中国,CN,山西省,140000,阳泉市,140300,盂县,140322,,,
中国,CN,山西省,140000,长治市,140400,潞州区,140403,,,
中国,CN,山西省,140000,长治市,140400,上党区,140404,,,
中国,CN,山西省,140000,长治市,140400,屯留区,140405,,,
中国,CN,山西省,140000,长治市,140400,潞城区,140406,,,
中国,CN,山西省,140000,长治市,140400,襄垣县,140423,,,
中国,CN,山西省,140000,长治市,140400,平顺县,140425,,,
中国,CN,山西省,140000,长治市,140400,黎城县,140426,,,
中国,CN,山西省,140000,长治市,140400,壶关县,140427,,,
中国,CN,山西省,140000,长治市,140400,长子县,140428,,,
中国,CN,山西省,140000,长治市,140400,武乡县,140429,,,
中国,CN,山西省,140000,长治市,140400,沁县,140430,,,
中国,CN,山西省,140000,长治市,140400,沁源县,140431,,,
中国,CN,山西省,140000,晋城市,140500,城区,140502,,,
中国,CN,山西省,140000,晋城市,140500,沁水县,140521,,,
中国,CN,山西省,140000,晋城市,140500,阳城县,140522,,,
中国,CN,山西省,140000,晋城市,140500,陵川县,140524,,,
中国,CN,山西省,140000,晋城市,140500,泽州县,140525,,,
中国,CN,山西省,140000,晋城市,140500,高平市,140581,,,
中国,CN,山西省,140000,朔州市,140600,朔城区,140602,,,
中国,CN,山西省,140000,朔州市,140600,平鲁区,140603,,,
中国,CN,山西省,140000,朔州市,140600,山阴县,140621,,,
中国,CN,山西省,140000,朔州市,140600,应县,140622,,,
中国,CN,山西省,140000,朔州市,140600,右玉县,140623,,,
中国,CN,山西省,140000,朔州市,140600,怀仁市,140681,,,
中国,CN,山西省,140000,晋中市,140700,榆次区,140702,,,
中国,CN,山西省,140000,晋中市,140700,榆社县,140721,,,
中国,CN,山西省,140000,晋中市,140700,左权县,140722,,,
中国,CN,山西省,140000,晋中市,140700,和顺县,140723,,,
中国,CN,山西省,140000,晋中市,140700,昔阳县,140724,,,
中国,CN,山西省,140000,晋中市,140700,寿阳县,140725,,,
中国,CN,山西省,140000,晋中市,140700,太谷县,140726,,,
中国,CN,山西省,140000,晋中市,140700,祁县,140727,,,
中国,CN,山西省,140000,晋中市,140700,平遥县,140728,,,
中国,CN,山西省,140000,晋中市,140700,灵石县,140729,,,
中国,CN,山西省,140000,晋中市,140700,介休市,140781,,,
中国,CN,山西省,140000,运城市,140800,盐湖区,140802,,,
中国,CN,山西省,140000,运城市,140800,临猗县,140821,,,
中国,CN,山西省,140000,运城市,140800,万荣县,140822,,,
中国,CN,山西省,140000,运城市,140800,闻喜县,140823,,,
中国,CN,山西省,140000,运城市,140800,稷山县,140824,,,
中国,CN,山西省,140000,运城市,140800,新绛县,140825,,,
中国,CN,山西省,140000,运城市,140800,绛县,140826,,,
